

"Cable Connection Report"
"Save Time: 2013/08/26 09:34:40"
"User Name:admin"
""

"Total 605 Records"

"Name","Level/Capacity","Rate (bit/s)","Direction","Source NE","Source Port","Sink NE","Sink Port","Length (km)","Designed Attenuation(EOL)","Fiber/Cable Type","Medium Type","Creation Time","Creator","Maintainer","Remarks","Alarm Severity","Disabled Status","Alarm Generation Time"
f-13,STM-16,--,Two-Fiber Bidirectional,LEI-004_POI_HSPA_E1,6-S16-1(SDH-1),LEI-001,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 03:18:29,mycom,mycom,-,Normal,Enable,-
f-12,STM-16,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,6-S16-1(LEI004),LEI-004_POI_HSPA_E1,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/15 02:32:01,mycom,mycom,-,Normal,Enable,-
f-129,STM-1,--,Two-Fiber Bidirectional,NE265 NMA-035,1-OI2D-2(SDH-2),NMA-041,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/12 06:04:40,admin,admin,-,Normal,Enable,-
f-126,STM-1,--,Two-Fiber Bidirectional,CPM-012,1-OI2D-2(SDH-2),CPM-015,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/12 02:36:54,admin,admin,-,Normal,Enable,-
f-124,STM-1,--,Two-Fiber Bidirectional,UDN-019,1-OI2D-2(UDN-021),UDN-021,1-OI2D-1(UDN-019),1.0,0.0,Fiber,G.652,2006/10/11 04:42:01,admin,admin,-,Normal,Enable,-
f-123,STM-1,--,Two-Fiber Bidirectional,UDN-027,1-OI2D-2(SDH-2),UDN-019,1-OI2D-1(UDN-027),1.0,0.0,Fiber,G.652,2006/10/11 04:41:53,admin,admin,-,Normal,Enable,-
f-122,STM-1,--,Two-Fiber Bidirectional,NKI-012,1-OI2D-2(SDH-2),UDN-027,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/11 04:41:44,admin,admin,-,Normal,Enable,-
f-109,STM-1,--,Two-Fiber Bidirectional,NMA-045_1416,1-OI2S-1(SDH-1),NMA-059,3-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:29:22,admin,admin,-,Normal,Enable,-
f-108,STM-1,--,Two-Fiber Bidirectional,NMA-015,3-OI2S-1(SDH-1),NMA-066_HSPA,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:29:16,admin,admin,-,Normal,Enable,-
f-107,STM-4,--,Two-Fiber Bidirectional,NMA-009,2-OI4-1(SDH-1),NMA-053,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:29:01,admin,admin,-,Normal,Enable,-
f-106,STM-4,--,Two-Fiber Bidirectional,NMA-012,2-OI4-1(SDH-1),NMA-009,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:56,admin,admin,-,Normal,Enable,-
f-105,STM-4,--,Two-Fiber Bidirectional,NMA-061,2-OI4-1(SDH-1),NMA-012,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:49,admin,admin,-,Normal,Enable,-
f-104,STM-4,--,Two-Fiber Bidirectional,NMA-059,2-OI4-1(SDH-1),NMA-061,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:44,admin,admin,-,Normal,Enable,-
f-103,STM-4,--,Two-Fiber Bidirectional,NMA-013_HSPA_E1,2-OI4-1(SDH-1),NMA-059,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:39,admin,admin,-,Normal,Enable,-
f-102,STM-4,--,Two-Fiber Bidirectional,NMA-015,2-OI4-1(SDH-1),NMA-013_HSPA_E1,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:30,admin,admin,-,Normal,Enable,-
f-100,STM-4,--,Two-Fiber Bidirectional,NMA-056_HSPA_E1_EoS,1-OI4-1(SDH-1),NMA-053,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 06:28:03,admin,admin,-,Normal,Enable,-
f-99,STM-4,--,Two-Fiber Bidirectional,NMA-056_HSPA_E1_EoS,2-OI4-1(SDH-1),NMA-048_HSPA,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/10/06 05:48:42,admin,admin,-,Normal,Enable,-
f-9,STM-1,--,Two-Fiber Bidirectional,AMR-001,3-SL1-1(SDH-1),AMR-008,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/29 02:40:31,mycom,mycom,-,Normal,Enable,-
f-80,STM-1,--,Two-Fiber Bidirectional,LEI-013,1-OI2D-2(SDH-2),LEI-018,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/26 03:08:55,admin,admin,"use core No.3,4 ( project CDMA ) BJ 1,2 to nadong",Normal,Enable,-
f-79,STM-1,--,Two-Fiber Bidirectional,NLP-005,1-OI2D-2(SDH-2),LEI-013,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/26 03:08:45,admin,admin,"use core No.1,2,( project cat CDMA )",Normal,Enable,-
f-78,STM-1,--,Two-Fiber Bidirectional,LEI-011,1-OI2D-2(SDH-2),NLP-005,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/26 03:08:37,admin,admin,"use core No.1,2,( project cat CDMA )",Normal,Enable,-
f-77,STM-1,--,Two-Fiber Bidirectional,LEI-006,1-OI2D-2(SDH-2),LEI-011,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/26 03:08:32,admin,admin,"Use core No 9,10 ( project kk-Cm ) Patch use core No. 1,2 ( project cat CDMA )",Normal,Enable,-
f-76,STM-1,--,Two-Fiber Bidirectional,LEI-020,1-OI2D-2(SDH-2),LEI-006,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/26 03:08:26,admin,admin,"Use core No. 9,10 ( Project KK-cm )",Normal,Enable,-
f-17,STM-4,--,Two-Fiber Bidirectional,NKI-020,1-OI4-1(SDH-1),NKI-013,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/25 20:25:36,admin,admin,-,Normal,Enable,-
f-16,STM-4,--,Two-Fiber Bidirectional,NKI-016,1-OI4-1(SDH-1),NKI-020,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/25 20:25:25,admin,admin,-,Normal,Enable,-
f-15,STM-4,--,Two-Fiber Bidirectional,UDN-009,1-OI4-1(SDH-1),NKI-016,2-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/25 20:25:14,admin,admin,-,Normal,Enable,-
f-58,STM-1,--,Two-Fiber Bidirectional,MDH-006,1-OI2S-1(MDH-002),MDH-002,1-OI2D-2(MDH-006),1.0,0.0,Fiber,G.652,2006/09/19 06:21:13,admin,admin,-,Normal,Enable,-
f-54,STM-16,--,Two-Fiber Bidirectional,SSK-003,9-S16-1(SDH-1),SSK-009,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/14 07:44:41,admin,admin,-,Normal,Enable,-
f-55,STM-16,--,Two-Fiber Bidirectional,SSK-009,9-S16-1(SDH-1),SSK-001,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/14 07:44:41,admin,admin,-,Normal,Enable,-
f-36,STM-4,--,Two-Fiber Bidirectional,UDN-035_HSPA,2-OI4-1(SDH-1),UDN-032_HSPA(60),1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/11 06:38:46,admin,admin,-,Normal,Enable,-
f-37,STM-4,--,Two-Fiber Bidirectional,UDN-032_HSPA(60),2-OI4-1(SDH-1),UDN-016_HSPA,5-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/11 06:38:46,admin,admin,-,Normal,Enable,-
f-38,STM-4,--,Two-Fiber Bidirectional,UDN-016_HSPA,6-SL4-1(SDH-1),UDN-013_HSPA,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/11 06:38:46,admin,admin,-,Normal,Enable,-
f-39,STM-4,--,Two-Fiber Bidirectional,UDN-013_HSPA,2-OI4-1(SDH-1),UDN-039_HSPA(60),1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/11 06:38:46,admin,admin,-,Normal,Enable,-
f-24,STM-1,--,Two-Fiber Bidirectional,NMA-004,4-SL1-1(SDH-1),NE265 NMA-035,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/09/09 03:05:36,admin,admin,-,Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,CPM-010,4-SL1-1(SDH-1),CPM-012,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/08/30 08:15:47,admin,admin,-,Normal,Enable,-
f-30,STM-1,--,Two-Fiber Bidirectional,CPM-009,3-SL1-1(SDH-1),CPM-022,1-OI2D-1(to CPM-009),1.0,0.0,Fiber,G.652,2006/08/29 06:24:25,admin,admin,-,Normal,Enable,-
f-49,STM-1,--,Two-Fiber Bidirectional,LEI-002,1-OI2S-1(SDH-1),LEI-018,2-OI2D-2(SDH-2),1.0,0.0,Fiber,G.652,2006/03/21 02:41:49,admin,admin,-,Normal,Enable,-
f-48,STM-1,--,Two-Fiber Bidirectional,LEI-015,1-OI2S-1(SDH-1),LEI-018,2-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2006/03/21 02:41:20,admin,admin,-,Critical,Enable,2013/07/04 10:52:36
f-48,STM-1,--,Two-Fiber Bidirectional,CPM-001,2-OI2S-1(SDH-1),CPM-011,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/03/01 05:24:01,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,CPM-009,4-SL1-1(SDH-1),CPM-001,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/02/01 01:57:18,bangkok5,bangkok5,-,Normal,Enable,-
f-19,STM-16,--,Two-Fiber Bidirectional,UBN-015,9-S16-1(SDH-1),UBN-008,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/16 02:58:40,bangkok2,bangkok2,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,UDN-005,2-OI4-1(SDH-1),NKI-005,9-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/16 02:41:15,bangkok2,bangkok2,-,Normal,Enable,-
f-4,STM-4,--,Two-Fiber Bidirectional,UDN-011_HSPA,2-OI4-1(SDH-1),UDN-005,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/16 02:41:15,bangkok2,bangkok2,-,Normal,Enable,-
f-23,STM-16,--,Two-Fiber Bidirectional,NMA-010_HSPA,10-S16-1(SDH-1),SRI-001 (C-27)Saraburi,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/15 20:03:12,admin,admin,-,Normal,Enable,-
f-4,STM-16,--,Two-Fiber Bidirectional,SSK-001,9-S16-1(SDH-1),UBN-004,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/12 08:32:15,admin,admin,-,Normal,Enable,-
f-2,STM-16,--,Two-Fiber Bidirectional,SRN-005,9-S16-1(SDH-1),SSK-003,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/12 08:31:57,admin,admin,-,Normal,Enable,-
f-1,STM-16,--,Two-Fiber Bidirectional,SRN-005,10-S16-1(SDH-1),BRM-004,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/12 08:05:30,admin,admin,-,Normal,Enable,-
f-17,STM-1,--,Two-Fiber Bidirectional,LEI-018,1-OI2D-2(SDH-2),LEI-003,2-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/08 07:13:54,admin,admin,"use core No.1,2 ( project CDMA )",Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,LEI-005,3-OI2S-1(SDH-1),LEI-012,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/08 05:04:40,admin,admin,-,Normal,Enable,-
f-10,STM-4,--,Two-Fiber Bidirectional,LEI-019,2-OI4-1(SDH-1),LEI-010,1-OI4-1(LEI-019),1.0,0.0,Fiber,G.652,2006/01/08 05:04:32,admin,admin,-,Normal,Enable,-
f-9,STM-4,--,Two-Fiber Bidirectional,LEI-005,2-OI4-1(SDH-1),LEI-019,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/08 05:04:22,admin,admin,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,LEI-014,1-OI2S-1(SDH-1),LEI-010,3-OI2S-1(LEI-014),1.0,0.0,Fiber,G.652,2006/01/08 03:29:14,admin,admin,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,LEI-017,2-OI4-1(SDH-1),LEI-005,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/08 03:28:44,admin,admin,-,Normal,Enable,-
f-17,STM-64,--,Two-Fiber Bidirectional,NMA-020,11-N2SL64-1(SDH-1),SRN-006,8-N2SL64-1(SDH-1),110.0,0.0,Fiber,G.652,2006/01/07 09:26:33,admin,admin,-,Normal,Enable,-
f-16,STM-16,--,Two-Fiber Bidirectional,CPM-010,10-S16-1(SDH-1),CPM-018,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 19:14:12,admin,admin,-,Normal,Enable,-
f-15,STM-16,--,Two-Fiber Bidirectional,CPM-009,10-S16-1(SDH-1),CPM-010,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 19:13:20,admin,admin,-,Normal,Enable,-
f-14,STM-16,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,10-S16-1(CPM009),CPM-009,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 19:05:32,admin,admin,-,Normal,Enable,-
f-23,STM-16,--,Two-Fiber Bidirectional,CPM-018,10-S16-1(SDH-1),NMA-046,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 03:58:31,admin,admin,-,Normal,Enable,-
f-10,STM-16,--,Two-Fiber Bidirectional,KKN-015,10-S16-1(SDH-1),KKN-003_GW_1418_No.2,9-S16-1(KKN015),1.0,0.0,Fiber,G.652,2006/01/05 00:53:12,admin,admin,"use core No.47,48 ( project kk-chumpare 48 core )",Normal,Enable,-
f-9,STM-16,--,Two-Fiber Bidirectional,KKN-004_GW_ID1418_No.1,10-S16-1(SDH-1),KKN-015,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 00:52:59,admin,admin,"use core No.3,4 ( project kk-korat 24 core ) change 11,12 ระยะ 46 Km      Core12ย้ายไป 9 change 11(35),12(36)",Normal,Enable,-
f-8,STM-16,--,Two-Fiber Bidirectional,KKN-007,10-S16-1(SDH-1),KKN-004_GW_ID1418_No.1,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2006/01/05 00:52:22,admin,admin,"use core No.3,4 ( project kk-korat 24 core )",Normal,Enable,-
f-27,STM-16,--,Two-Fiber Bidirectional,NMA-021,12-N1SL16-1(SDH-1),KKN-007,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/12/27 08:14:26,admin,admin,"use core No.3,4 ( project kk-korat 24 Core )",Normal,Enable,-
f-1,STM-16,--,Two-Fiber Bidirectional,BRK-001 (C-1 BKK),13-N1SL16-1(SDH-1),C-2  Nonthaburi,6-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/13 01:20:37,admin,admin,-,Normal,Enable,-
f-23,STM-16,--,Two-Fiber Bidirectional,NPT-001 (C-12)Nakronprathom,10-S16-1(SDH-1),BRK-004 (C-14)Pasrijajareon,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:32:35,admin,admin,-,Normal,Enable,-
f-22,STM-16,--,Two-Fiber Bidirectional,RBR-001 (C-15)Ratchaburi,10-S16-1(SDH-1),NPT-001 (C-12)Nakronprathom,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:32:23,admin,admin,-,Normal,Enable,-
f-21,STM-16,--,Two-Fiber Bidirectional,PBI-001 (C-16)Petburi,10-S16-1(SDH-1),RBR-001 (C-15)Ratchaburi,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:32:02,admin,admin,-,Normal,Enable,-
f-20,STM-16,--,Two-Fiber Bidirectional,BRK-004 (C-14)Pasrijajareon,10-S16-1(SDH-1),BRK-001 (C-1 BKK),6-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:30:52,admin,admin,-,Normal,Enable,-
f-18,STM-16,--,Two-Fiber Bidirectional,NMA-040,10-S16-1(SDH-1),NMA-047,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:25:11,admin,admin,-,Normal,Enable,-
f-17,STM-16,--,Two-Fiber Bidirectional,PRI-001 (C-32 Krabinburi),10-S16-1(SDH-1),NMA-040,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:24:59,admin,admin,-,Normal,Enable,-
f-16,STM-16,--,Two-Fiber Bidirectional,CCO-001 (C-33),10-S16-1(SDH-1),PRI-001 (C-32 Krabinburi),9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:24:44,admin,admin,-,Normal,Enable,-
f-15,STM-16,--,Two-Fiber Bidirectional,BRK-005 (C-34)Meanburi,10-S16-1(DIR:CCO-001(C-33)),CCO-001 (C-33),9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:24:10,admin,admin,-,Normal,Enable,-
f-14,STM-16,--,Two-Fiber Bidirectional,BRK-001 (C-1 BKK),11-N1SL16-1(SDH-1),BRK-005 (C-34)Meanburi,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/10/09 03:23:33,admin,admin,-,Normal,Enable,-
f-9,STM-16,--,Two-Fiber Bidirectional,PKN-003 (C-22)Pranburi,9-S16-1(SDH-1),PKN-002 (C-21)Cha-um,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/26 06:28:12,admin,admin,-,Normal,Enable,-
f-5,STM-16,--,Two-Fiber Bidirectional,NON-002 (109-C-2-EXT1),11-N1SL16-1(SDH-1),C-2  Nonthaburi,12-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/25 01:25:20,admin,admin,-,Normal,Enable,-
f-4,STM-16,--,Two-Fiber Bidirectional,NON-002 (109-C-2-EXT1),8-N1SL16-1(SDH-1),C-2  Nonthaburi,7-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/25 01:25:09,admin,admin,-,Normal,Enable,-
f-55,STM-16,--,Two-Fiber Bidirectional,C-4 Klogluang,9-S16-1(DIR:C-29),C-29,10-S16-1(DIR:C-4),1.0,0.0,Fiber,G.652,2005/09/02 09:10:23,admin,admin,-,Normal,Enable,-
f-54,STM-16,--,Two-Fiber Bidirectional,C-4 Klogluang,10-S16-1(SDH-1),C-2  Nonthaburi,8-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/02 09:10:00,admin,admin,-,Normal,Enable,-
f-44,STM-16,--,Two-Fiber Bidirectional,PBI-001 (C-16)Petburi,6-S16-1(SDH-1),PKN-002 (C-21)Cha-um,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 10:39:09,admin,admin,-,Normal,Enable,-
f-41,STM-16,--,Two-Fiber Bidirectional,PKN-005 (C-24)Bangsapan,6-S16-1(SDH-1),PKN-001 (C-20)Prajuabkirikun,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 08:43:59,admin,admin,-,Normal,Enable,-
f-10,STM-16,--,Two-Fiber Bidirectional,PKN-004 (C-23)Tupsagae,10-S16-1(SDH-1),PKN-005 (C-24)Bangsapan,5-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:39:00,admin,admin,-,Normal,Enable,-
f-9,STM-16,--,Two-Fiber Bidirectional,PKN-001 (C-20)Prajuabkirikun,6-S16-1(SDH-1),PKN-004 (C-23)Tupsagae,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:38:07,admin,admin,-,Normal,Enable,-
f-7,STM-16,--,Two-Fiber Bidirectional,PKN-003 (C-22)Pranburi,5-S16-1(SDH-1),PKN-001 (C-20)Prajuabkirikun,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:36:08,admin,admin,-,Normal,Enable,-
f-6,STM-16,--,Two-Fiber Bidirectional,PKN-003 (C-22)Pranburi,6-S16-1(SDH-1),PKN-001 (C-20)Prajuabkirikun,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:35:01,admin,admin,-,Normal,Enable,-
f-5,STM-16,--,Two-Fiber Bidirectional,PBI-003 (C-19)Huahin,9-S16-1(SDH-1),PKN-003 (C-22)Pranburi,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:34:05,admin,admin,-,Normal,Enable,-
f-4,STM-16,--,Two-Fiber Bidirectional,PBI-001 (C-16)Petburi,5-S16-1(SDH-1),PBI-003 (C-19)Huahin,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:30:50,admin,admin,-,Normal,Enable,-
f-3,STM-16,--,Two-Fiber Bidirectional,PBI-001 (C-16)Petburi,9-S16-1(SDH-1),C-17(Chalee 1),10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/09/01 04:29:20,admin,admin,-,Normal,Enable,-
f-56,STM-16,--,Two-Fiber Bidirectional,NMA-010_HSPA,9-S16-1(SDH-1),NMA-018,10-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/08/31 02:12:03,admin,admin,Fiber True 3G(29mar56),Normal,Enable,-
f-56,STM-16,--,Two-Fiber Bidirectional,SKM-001 (C-18)Bangtorat,10-S16-1(SDH-1),C-17(Chalee 1),9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/08/30 10:40:27,admin,admin,-,Normal,Enable,-
f-55,STM-16,--,Two-Fiber Bidirectional,C-2  Nonthaburi,13-N1SL16-1(SDH-1),SKM-001 (C-18)Bangtorat,9-S16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/08/30 10:39:22,admin,admin,-,Normal,Enable,-
f-3,STM-16,--,Two-Fiber Bidirectional,BRK-001 (C-1 BKK),8-N1SL16-1(SDH-1),C-2  Nonthaburi,11-N1SL16-1(SDH-1),1.0,0.0,Fiber,G.652,2005/08/24 03:20:28,admin,admin,-,Normal,Enable,-
