

"Cable Connection Report"
"Save Time: 2013/08/26 09:34:40"
"User Name:admin"
""

"Total 605 Records"

"Name","Level/Capacity","Rate (bit/s)","Direction","Source NE","Source Port","Sink NE","Sink Port","Length (km)","Designed Attenuation(EOL)","Fiber/Cable Type","Medium Type","Creation Time","Creator","Maintainer","Remarks","Alarm Severity","Disabled Status","Alarm Generation Time"
f-29,STM-1,--,Two-Fiber Bidirectional,UBN-011,4-SD1-2(To-From UBN-020),UBN-020,1-OI2S-1(To-From UBN-011),1.0,0.0,Fiber,G.652,2012/03/21 08:31:01,admin,admin,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,SNK-023,2-OI2D-1(SNK-024),SNK-024,1-OI2D-2(SDH-2),1.0,0.0,Fiber,G.652,2012/04/10 08:46:22,Laksiclient,Laksiclient,-,Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,SNK-007,1-OI2D-2(SNK-024),SNK-024,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/04/10 08:47:05,Laksiclient,Laksiclient,-,Normal,Enable,-
f-5,STM-4,--,Two-Fiber Bidirectional,BRK-002 (C-1-2)12floor,7-N1SLD4-2(DIR:POI AIS),C-1-2_BTCAIS_POI_Ext.1,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/04/11 07:57:57,admin,admin,-,Normal,Enable,-
f-6,STM-4,--,Two-Fiber Bidirectional,C-1-2_BTCAIS_POI_Ext.1,18-OSB4-1(SDH-1),C-1-2_BTCAIS_POI_Ext.2,17-OSB4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/04/11 08:00:08,admin,admin,-,Normal,Enable,-
f-17,STM-1,--,Two-Fiber Bidirectional,NKI-014,2-OI2S-1(NKI-002),UDN-020,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/04/26 11:33:05,Laksiclient,Laksiclient,-,Normal,Enable,-
f-18,STM-1,--,Two-Fiber Bidirectional,NKI-014,1-OI2D-2(UDN-020),NKI-002,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/04/26 11:33:35,Laksiclient,Laksiclient,-,Normal,Enable,-
f-13,STM-1,--,Two-Fiber Bidirectional,KKN-020,1-OI2D-2(SDH-2),CPM-002,1-OI2D-2(to KKN-020),1.0,0.0,Fiber,G.652,2012/05/02 01:17:46,Laksiclient,Laksiclient,-,Normal,Enable,-
f-23,STM-1,--,Two-Fiber Bidirectional,KKN-044,2-OI2S-1(KKN027),KKN-027,1-OI2S-1(KKN-044),1.0,0.0,Fiber,G.652,2012/05/02 07:33:51,Laksiclient,Laksiclient,"use core No.15,16 ( project kk-chiengmai 24 core )          BJ in 1.2 / out 7,8   ( project thai-sato )",Normal,Enable,-
f-27,STM-1,--,Two-Fiber Bidirectional,KKN-027,2-OI2D-2(KKN-009),KKN-009,2-OI2D-1(KKN-027),1.0,0.0,Fiber,G.652,2012/05/02 07:46:06,Laksiclient,Laksiclient,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,KKN-027,2-OI2D-1(KKN-035),KKN-035,1-OI2S-1(KKN-027),1.0,0.0,Fiber,G.652,2012/05/03 02:39:56,Laksiclient,Laksiclient,"use core No.15,16 ( project kk-chiengmai 24 core )          BJ in 1.2 / out 7,8   ( project thai-sato )",Normal,Enable,-
f-4,STM-1,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,14-SD1-1(KKN0024_TMV),KKN0024_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/02 22:42:24,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,14-SD1-2(KKN0022_TMV),KKN0022_TMV,3-SL1D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/02 22:42:31,admin,admin,-,Normal,Enable,-
f-19,STM-1,--,Two-Fiber Bidirectional,KKN-035,2-OI2S-1(KKN-003),KKN-003_GW_1418_No.2,13-SD1-1(KKN035),1.0,0.0,Fiber,G.652,2012/05/03 07:46:45,Laksiclient,Laksiclient,"use core No.15,16 ( project kk-chiengmai 24 core )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN-029_HSPA,2-OI2S-1(KKN001),KKN-001,1-OI2S-1(KKN-029),1.0,0.0,Fiber,G.652,2012/05/08 10:23:56,Laksiclient,Laksiclient,"use core No.5,6 ( project kk-banpai 24 core ) BJ in 5,6 out 1,2 ( project thai-sato )",Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,NPM-004,2-OI2S-1(NPM010),NPM-010,1-OI2S-1(NPM-004),1.0,0.0,Fiber,G.652,2012/05/08 10:26:08,Laksiclient,Laksiclient,-,Normal,Enable,-
f-20,STM-1,--,Two-Fiber Bidirectional,KKN-001,2-OI2D-1(KKN-052),KKN-052,1-OI2D-1(KKN-001),1.0,0.0,Fiber,G.652,2012/05/09 05:01:38,Laksiclient,Laksiclient,"use core No.5,6 ( project kk-banpai 24 core ) BJ in 1,2 out 7,8 ( project thai-sato )",Normal,Enable,-
f-25,STM-1,--,Two-Fiber Bidirectional,MKM-016,1-OI2D-2(SDH-2),MKM-007,3-SD1-1(MKM016),1.0,0.0,Fiber,G.652,2012/05/10 03:31:50,Laksiclient,Laksiclient,"use core No. 1,2 ( project thai-sato 24 core )",Normal,Enable,-
f-26,STM-1,--,Two-Fiber Bidirectional,KKN-042,1-OI2D-2(MKM-016),MKM-016,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/10 03:32:04,Laksiclient,Laksiclient,"use core No. 1,2 ( project thai-sato 24 core )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,SNK-008,3-OI2D-2(SNK-017),SNK-017,1-OI2D-2(DIR:SNK-018),1.0,0.0,Fiber,G.652,2012/05/10 04:04:47,admin,admin,"use core 21,22 ( project Ason 24 core )",Normal,Enable,-
f-27,STM-1,--,Two-Fiber Bidirectional,SNK-017,1-OI2D-1(SNK-002),SNK-002,1-OI2D-1(SNK-017),1.0,0.0,Fiber,G.652,2012/05/10 05:42:18,Laksiclient,Laksiclient,-,Normal,Enable,-
f-28,STM-1,--,Two-Fiber Bidirectional,SNK-002,1-OI2D-2(NKI-001),NKI-001,2-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/10 06:47:16,Laksiclient,Laksiclient,-,Normal,Enable,-
f-31,STM-1,--,Two-Fiber Bidirectional,UDN-004_HSPA,13-SL1-1(KKN024),KKN-024,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/11 06:28:59,Laksiclient,Laksiclient,"use Core No.19,20 (cable project kk-ud 24 Core)",Normal,Enable,-
f-32,STM-1,--,Two-Fiber Bidirectional,KKN-024,2-OI2S-1(SDH-1),KKN-049,1-OI2S-1(KKN-024),1.0,0.0,Fiber,G.652,2012/05/11 06:33:48,Laksiclient,Laksiclient,"use core No.19,20 ( Fiber project kk-ud 24 core )  /  use Core No.17,18 ( cable project Ason 24 core )",Normal,Enable,-
f-33,STM-1,--,Two-Fiber Bidirectional,KKN-049,2-OI2S-1(KKN-051),KKN-051,1-OI2S-1(KKN-049),1.0,0.0,Fiber,G.652,2012/05/11 06:34:04,Laksiclient,Laksiclient,"Use core No.17,18 ( Project Ason 24 core )",Normal,Enable,-
f-34,STM-1,--,Two-Fiber Bidirectional,NKI-001,2-OI2D-2(SDH-2),NKI-019,1-OI2D-1(NKI-001),1.0,0.0,Fiber,G.652,2012/05/23 07:07:43,Laksiclient,Laksiclient,-,Normal,Enable,-
f-35,STM-1,--,Two-Fiber Bidirectional,KKN-052,1-OI2D-2(KKN-004),KKN-004_GW_ID1418_No.1,13-SL1-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/24 07:03:48,Laksiclient,Laksiclient,"use core No.5,6 ( project kk-banpai 24 core ) BJ in 3,4 out 7,8 ( project thai-sato )",Normal,Enable,-
f-36,STM-1,--,Two-Fiber Bidirectional,KKN-037,1-OI2S-1(SDH-1),NMA-008,1-OI2D-1(KKN-037),1.0,0.0,Fiber,G.652,2012/05/25 06:31:08,Laksiclient,Laksiclient,-,Normal,Enable,-
f-37,STM-1,--,Two-Fiber Bidirectional,KKN-037,2-OI2S-1(SDH-1),KKN-036,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/25 06:32:35,Laksiclient,Laksiclient,-,Normal,Enable,-
f-38,STM-1,--,Two-Fiber Bidirectional,KKN-036,2-OI2S-1(SDH-1),KKN-022,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/25 06:33:53,Laksiclient,Laksiclient,-,Normal,Enable,-
f-39,STM-1,--,Two-Fiber Bidirectional,KKN-025,1-OI2D-1(KKN-004),KKN-022,2-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/25 06:35:03,Laksiclient,Laksiclient,-,Normal,Enable,-
f-40,STM-1,--,Two-Fiber Bidirectional,NKI-004,3-OI2S-1(NKI-011),NKI-011,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/05/28 11:24:43,Laksiclient,Laksiclient,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,KKN-051,2-OI2S-1(KKN-002),KKN-002,1-OI2D-1(KKN-051),1.0,0.0,Fiber,G.652,2012/06/12 04:29:11,Laksiclient,Laksiclient,"Use core No.17,18 ( Project Ason 24 core )",Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,MKM-003,3-OI2D-1(MKM-010),MKM-010,1-OI2D-1(MKM-003),1.0,0.0,Fiber,G.652,2012/06/19 00:23:38,Laksiclient,Laksiclient,-,Normal,Enable,-
f-31,STM-1,--,Two-Fiber Bidirectional,NMA-018,3-SD1-1(To-From NMA-023),NMA-023,2-OI2S-1(To-From NMA-018),1.0,0.0,Fiber,G.652,2012/06/21 06:31:39,admin,admin,-,Normal,Enable,-
f-39,STM-1,--,Two-Fiber Bidirectional,NMA-017,2-N1SLQ1-1(To-From NMA-036),NMA-036,1-OI2D-1(To-From NMA-017),1.0,0.0,Fiber,G.652,2012/06/22 03:06:46,admin,admin,-,Normal,Enable,-
f-40,STM-1,--,Two-Fiber Bidirectional,NMA-036,1-OI2D-2(To-From NMA-002),NMA-002,1-OI2D-1(To-From NMA-036),1.0,0.0,Fiber,G.652,2012/06/22 03:06:57,admin,admin,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,KKN-045,1-OI2D-2(NLP-006),NLP-006,1-OI2S-1(KKN-045),1.0,0.0,Fiber,G.652,2012/06/29 04:10:38,noppadolt,noppadolt,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,NLP-006,2-OI2S-1(NLP-002),NLP-002,2-OI2D-2(NLP-006),1.0,0.0,Fiber,G.652,2012/06/29 04:10:57,noppadolt,noppadolt,-,Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,C-2-Ext.2-BFKT_(OSN3500),1-N1SLQ1-3(CAT_Outgoing),C-2 M1000POI_2,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/05 02:36:54,admin,admin,-,Normal,Enable,-
f-10,STM-1,--,Two-Fiber Bidirectional,MDH-004,1-OI2D-1(MDH-003),MDH-003,2-OI2D-2(To MDH-004),1.0,0.0,Fiber,G.652,2012/07/04 20:27:20,admin,admin,-,Critical,Enable,2013/07/26 06:09:11
f-2,STM-1,--,Two-Fiber Bidirectional,SNK-022,1-OI2D-2(SNK-030),SNK-030,1-OI2D-1(SNK-022),1.0,0.0,Fiber,G.652,2012/07/06 02:27:34,admin,admin,-,Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,SNK-030,1-OI2D-2(SNK-029),SNK-029,1-OI2D-1(SNK-030),1.0,0.0,Fiber,G.652,2012/07/06 02:29:24,admin,admin,-,Critical,Enable,2013/05/23 18:00:20
f-44,STM-4,--,Two-Fiber Bidirectional,CPM-021,1-OI4-1(To-From CPM-003),CPM-003,2-OI4-1(To-From CPM-021),1.0,0.0,Fiber,G.652,2012/07/11 05:15:00,admin,admin,-,Normal,Enable,-
f-45,STM-4,--,Two-Fiber Bidirectional,CPM-003,1-OI4-1(To-From CPM-002),CPM-002,2-OI4-1(To-From CPM-003),1.0,0.0,Fiber,G.652,2012/07/11 05:17:21,admin,admin,-,Normal,Enable,-
f-8,STM-1,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,13-SD1-2(KKN034),KKN-034,1-OI2S-1(KKN-003),1.0,0.0,Fiber,G.652,2012/07/12 06:28:36,noppadolt,noppadolt,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,MKM-027,2-OI2S-1(MKM002),MKM-002,1-OI2S-1(MKM-027),1.0,0.0,Fiber,G.652,2012/07/17 05:42:16,noppadolt,noppadolt,"use core No.21,22 ( project kk-sarakarm 24 core ) BJ in core No.5,6 / out core No.11,12  ( project thai-sato )",Normal,Enable,-
f-3,STM-1,--,Two-Fiber Bidirectional,MKM-002,2-OI2D-1(DIR:MKM-022),MKM-022,1-OI2D-2(MKM-002),1.0,0.0,Fiber,G.652,2012/07/17 06:02:39,noppadolt,noppadolt,"use core No.21,22,( project kk-mahasarakarm 24 core ) BJ out core NO.11,12,/ in core No.1,2 ( project thai-sato ) ระยะ 12 Km",Normal,Enable,-
f-11,STM-4,--,Two-Fiber Bidirectional,MKM-008,4-SL4-1(MKM-023),MKM-023,1-OI4-1(MKM-020),1.0,0.0,Fiber,G.652,2012/07/18 03:51:35,noppadolt,noppadolt,"use core No.15,16 ( project kk-sarakarm) BJ out core No.9,10 / in core No.3,4",Normal,Enable,-
f-12,STM-4,--,Two-Fiber Bidirectional,MKM-023,2-OI4-1(MKM-008),MKM-020,1-OI4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/18 03:53:49,noppadolt,noppadolt,"use core NO.15,16 ( project kk-sarakarm ) BJ out 5,6 / in core 3,4",Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,MKM-024,1-OI2D-1(SDH-1),MKM-013,2-OI2S-1(MKM-024),1.0,0.0,Fiber,G.652,2012/07/18 05:51:32,noppadolt,noppadolt,-,Normal,Enable,-
f-16,STM-1,--,Two-Fiber Bidirectional,MKM-005,2-OI2S-1(MKM-024),MKM-024,1-OI2D-2(SDH-2),1.0,0.0,Fiber,G.652,2012/07/18 05:53:33,noppadolt,noppadolt,-,Normal,Enable,-
f-17,STM-1,--,Two-Fiber Bidirectional,MKM-010,1-OI2D-2(MKM-012),MKM-012,1-OI2D-1(MKM-010),1.0,0.0,Fiber,G.652,2012/07/18 06:01:48,noppadolt,noppadolt,-,Normal,Enable,-
f-19,STM-1,--,Two-Fiber Bidirectional,KKN-008,1-OI2D-1(KKN-034),KKN-034,2-OI2S-1(KKN-008),1.0,0.0,Fiber,G.652,2012/07/18 09:03:51,noppadolt,noppadolt,-,Normal,Enable,-
f-20,STM-1,--,Two-Fiber Bidirectional,LEI-023,1-OI2D-2(KKN-008),KKN-008,1-OI2D-2(LEI-023),1.0,0.0,Fiber,G.652,2012/07/18 23:52:57,noppadolt,noppadolt,-,Normal,Enable,-
f-5,STM-1,--,Two-Fiber Bidirectional,RET-006,3-OI2D-2(RET-028),RET-028,2-OI2S-1(RET-006),1.0,0.0,Fiber,G.652,2012/07/19 02:58:28,noppadolt,noppadolt,-,Normal,Enable,-
f-6,STM-1,--,Two-Fiber Bidirectional,RET-028,1-OI2S-1(KSN-002),KSN-002,2-OI2D-1(RET-028),1.0,0.0,Fiber,G.652,2012/07/19 03:01:21,noppadolt,noppadolt,-,Normal,Enable,-
f-23,STM-1,--,Two-Fiber Bidirectional,MKM-012,1-OI2D-2(MKM-004),MKM-004,3-SL1-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/19 06:21:10,noppadolt,noppadolt,-,Normal,Enable,-
f-24,STM-1,--,Two-Fiber Bidirectional,SNK-023,2-OI2D-2(SNK-014),SNK-014,1-OI2D-1(SNK-023),1.0,0.0,Fiber,G.652,2012/07/19 08:14:17,noppadolt,noppadolt,-,Normal,Enable,-
f-7,STM-1,--,Two-Fiber Bidirectional,RET-007,13-SD1-1(RET-015),RET-015,1-OI2S-1(RET007),1.0,0.0,Fiber,G.652,2012/07/20 06:59:33,noppadolt,noppadolt,"use core NO.19,20 ( project kk-ubon 24 core ) BJ 1,2,3,4 ( thai sato )",Normal,Enable,-
f-9,STM-1,--,Two-Fiber Bidirectional,RET-015,2-OI2S-1(KSN-001),KSN-001,2-OI2D-2(RET-015),1.0,0.0,Fiber,G.652,2012/07/20 07:07:22,noppadolt,noppadolt,"use core NO.19,20 ( project kk-ubon 24 core ) BJ 1,2(กมราไสบ)3,4(บ้านปาผา) ( thai sato )",Normal,Enable,-
f-11,STM-1,--,Two-Fiber Bidirectional,KSN-013,1-OI2D-2(SDH-2),KSN-006,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/20 08:31:21,noppadolt,noppadolt,-,Normal,Enable,-
f-28,STM-1,--,Two-Fiber Bidirectional,KSN-021,4-SL1-1(KSN-025),KSN-025,2-OI2D-1(KSN021),1.0,0.0,Fiber,G.652,2012/07/23 01:15:21,noppadolt,noppadolt,-,Critical,Enable,2013/05/27 17:44:14
f-30,STM-4,--,Two-Fiber Bidirectional,MKM-020,2-OI4-1(SDH-1),MKM-007,4-SL4-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/23 06:55:20,noppadolt,noppadolt,"use core No.15,16 ( project kk-sarakarm 24 core ) BJ out core No.9,10 / in core No. 3,4 )",Normal,Enable,-
f-31,STM-1,--,Two-Fiber Bidirectional,KSN-007,1-OI2D-1(KSN-025),KSN-025,2-OI2D-2(KSN-007),1.0,0.0,Fiber,G.652,2012/07/24 07:44:22,noppadolt,noppadolt,-,Normal,Enable,-
f-32,STM-4,--,Two-Fiber Bidirectional,KKN-003_GW_1418_No.2,4-SL4-1(NLP003),KKN-017,1-OI4D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/07/27 08:48:50,noppadolt,noppadolt,-,Normal,Enable,-
f-33,STM-4,--,Two-Fiber Bidirectional,KKN-017,1-OI4D-2(SDH-2),NLP-003,1-OI4D-2(KKN017),1.0,0.0,Fiber,G.652,2012/07/27 08:52:37,noppadolt,noppadolt,-,Normal,Enable,-
f-34,STM-1,--,Two-Fiber Bidirectional,KSN-009,3-OI2S-1(KSN016),KSN-016,1-OI2S-1(KSN-009),1.0,0.0,Fiber,G.652,2012/07/28 04:10:53,noppadolt,noppadolt,-,Critical,Enable,2013/06/17 13:19:23
f-1,STM-1,--,Two-Fiber Bidirectional,RET-002,1-OI2S-1(RET-007),RET-007,13-SD1-2(RET-002),1.0,0.0,Fiber,G.652,2012/07/30 04:18:34,admin,admin,-,Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,MKM-008,12-SD1-1(MKM-009),MKM-009_Spacial_Site,1-OI2D-1(DIR:MKM-008),1.0,0.0,Fiber,G.652,2012/07/30 08:17:55,admin,admin,-,Normal,Enable,-
f-2,STM-1,--,Two-Fiber Bidirectional,MKM-009_Spacial_Site,1-OI2D-2(DIR:MKM-028),MKM-028_Y52,1-OI2D-1(MKM-009),1.0,0.0,Fiber,G.652,2012/07/30 08:20:52,admin,admin,"use core No.3,4 ( project out-door Expansion )",Critical,Enable,2013/06/07 13:24:59
f-13,STM-1,--,Two-Fiber Bidirectional,NPM-010,2-OI2S-1(SDH-1),NPM-001,1-OI2D-1(NPM-010),1.0,0.0,Fiber,G.652,2012/07/31 09:37:23,noppadolt,noppadolt,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,NPM-001,2-OI2D-2(NPM-006),NPM-006,1-OI2D-2(NPM-001),1.0,0.0,Fiber,G.652,2012/07/31 09:39:59,noppadolt,noppadolt,-,Normal,Enable,-
f-15,STM-1,--,Two-Fiber Bidirectional,NPM-006,1-OI2D-1(SNK-001),SNK-001,12-SD1-2(NPM-006),1.0,0.0,Fiber,G.652,2012/07/31 09:42:35,noppadolt,noppadolt,-,Normal,Enable,-
f-36,STM-1,--,Two-Fiber Bidirectional,NPM-008,1-OI2D-2(NPM-023),NPM-023,1-OI2D-1(NPM-008),1.0,0.0,Fiber,G.652,2012/09/13 23:40:38,noppadolt,noppadolt,-,Normal,Enable,-
f-37,STM-1,--,Two-Fiber Bidirectional,MDH-009,3-SD1-1(MDH-011),MDH-011,1-OI2S-1(DIR:MDH009),1.0,0.0,Fiber,G.652,2012/09/13 23:41:27,noppadolt,noppadolt,-,Normal,Enable,-
f-38,STM-1,--,Two-Fiber Bidirectional,MDH-011,2-OI2S-1(DIR:MDH001),MDH-001,1-OI2D-1(DIR:MDH011),1.0,0.0,Fiber,G.652,2012/09/13 23:41:57,noppadolt,noppadolt,-,Critical,Enable,2013/07/17 16:51:31
f-39,STM-1,--,Two-Fiber Bidirectional,MDH-009,3-SD1-2(MDH-010),MDH-010,1-OI2S-1(DIR:MDH009),1.0,0.0,Fiber,G.652,2012/09/13 23:42:17,noppadolt,noppadolt,-,Normal,Enable,-
f-41,STM-1,--,Two-Fiber Bidirectional,NPM-002,13-SD1-1(DIR:NPM-014),NPM-014,1-OI2S-1(NPM-002),1.0,0.0,Fiber,G.652,2012/09/13 23:44:21,noppadolt,noppadolt,-,Normal,Enable,-
f-46,STM-1,--,Two-Fiber Bidirectional,NKI-010_HSPA,2-OI2S-1(NKI-017),NKI-017,1-OI2D-1(NKI-010),1.0,0.0,Fiber,G.652,2012/09/13 23:47:02,noppadolt,noppadolt,-,Normal,Enable,-
f-47,STM-1,--,Two-Fiber Bidirectional,NKI-006,2-OI2S-1(NKI-015),NKI-015,1-OI2S-1(NKI-006),1.0,0.0,Fiber,G.652,2012/09/13 23:47:31,noppadolt,noppadolt,-,Normal,Enable,-
f-48,STM-1,--,Two-Fiber Bidirectional,KKN0059,3-SL1D-2(KKN-019),KKN-019,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/09/13 23:48:33,noppadolt,noppadolt,-,Normal,Enable,-
f-49,STM-1,--,Two-Fiber Bidirectional,KKN-019,2-OI2S-1(SDH-1),KKN-045,1-OI2D-1(KKN-019),1.0,0.0,Fiber,G.652,2012/09/13 23:48:45,noppadolt,noppadolt,-,Normal,Enable,-
f-50,STM-1,--,Two-Fiber Bidirectional,KKN-038_HSPA,2-OI2S-1(KKN-031),KKN-031,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/09/13 23:49:19,noppadolt,noppadolt,"use core No.13,14 ( project kk-nampong 24 core ) BJ in 1,2 out 7,8",Normal,Enable,-
f-51,STM-1,--,Two-Fiber Bidirectional,KKN-002,1-OI2D-2(KKN-050),KKN-050,1-OI2S-1(KKN-002),1.0,0.0,Fiber,G.652,2012/09/13 23:55:01,noppadolt,noppadolt,"use core No. 3,4  ( project 3G-BFKT 12 core ) change main core 11,12 BJ core 9,10",Normal,Enable,-
f-52,STM-1,--,Two-Fiber Bidirectional,KKN-050,2-OI2S-1(KSN-003),KSN-003,1-OI2D-1(KKN-050),1.0,0.0,Fiber,G.652,2012/09/13 23:55:14,noppadolt,noppadolt,"use core No. 5,6  ( project 3G-BFKT 12 core )",Normal,Enable,-
f-53,STM-1,--,Two-Fiber Bidirectional,KSN-003,1-OI2D-2(KSN-003),UDN-017,1-OI2D-1(KSN-003),1.0,0.0,Fiber,G.652,2012/09/13 23:55:47,noppadolt,noppadolt,"use core No.23,24(project Ason 24 core)",Critical,Enable,2013/08/24 21:54:43
f-54,STM-1,--,Two-Fiber Bidirectional,UDN-017,1-OI2D-2(UDN-029),UDN-029,1-OI2S-1(UDN-017),1.0,0.0,Fiber,G.652,2012/09/13 23:56:00,noppadolt,noppadolt,-,Normal,Enable,-
f-55,STM-1,--,Two-Fiber Bidirectional,KKN-002,2-OI2S-1(KSN-022),KSN-022,1-OI2D-1(KKN-002),1.0,0.0,Fiber,G.652,2012/09/13 23:56:25,noppadolt,noppadolt,-,Normal,Enable,-
f-56,STM-1,--,Two-Fiber Bidirectional,KSN-022,1-OI2D-2(KSN-012),KSN-012,1-OI2D-1(KSN-022),1.0,0.0,Fiber,G.652,2012/09/13 23:56:54,noppadolt,noppadolt,-,Normal,Enable,-
f-59,STM-1,--,Two-Fiber Bidirectional,NPM-014,2-OI2S-1(SDH-1),MDH-010,2-OI2S-1(DIR:NPM014),1.0,0.0,Fiber,G.652,2012/09/14 00:02:47,noppadolt,noppadolt,-,Normal,Enable,-
f-60,STM-1,--,Two-Fiber Bidirectional,MDH-001,1-OI2D-2(MDH-006),MDH-006,2-OI2D-1(MDH-001),1.0,0.0,Fiber,G.652,2012/09/14 00:25:30,noppadolt,noppadolt,-,Critical,Enable,2013/08/07 18:04:56
f-61,STM-1,--,Two-Fiber Bidirectional,KSN-021,14-SD1-2(KSN-018),KSN-018,1-OI2D-1(KSN-021),1.0,0.0,Fiber,G.652,2012/09/14 00:44:40,noppadolt,noppadolt,"use core No.21,22 ( project Ason 24 core )",Normal,Enable,-
f-62,STM-1,--,Two-Fiber Bidirectional,KSN-018,1-OI2D-2(KSN-014),KSN-014,1-OI2D-1(KSN-018),1.0,0.0,Fiber,G.652,2012/09/14 00:46:16,noppadolt,noppadolt,"use core No.1,2 ( project thai sato 24 core )",Normal,Enable,-
f-63,STM-1,--,Two-Fiber Bidirectional,MKM-006,7-N1SLQ1-3(DIR:MKM-001),MKM-001,1-OI2D-1(MKM-001),1.0,0.0,Fiber,G.652,2012/09/14 03:23:53,noppadolt,noppadolt,-,Normal,Enable,-
f-64,STM-1,--,Two-Fiber Bidirectional,KKN-007,12-SD1-2(KKN-018),KKN-018,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/09/14 03:24:40,noppadolt,noppadolt,-,Normal,Enable,-
f-65,STM-1,--,Two-Fiber Bidirectional,KKN-007,13-SL1-1(KKN-033),KKN-033,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2012/09/14 03:25:03,noppadolt,noppadolt,-,Normal,Enable,-
f-66,STM-1,--,Two-Fiber Bidirectional,KKN-028_HSPA,2-OI2S-1(MKM-017),MKM-017,1-OI2S-1(KKN-028),1.0,0.0,Fiber,G.652,2012/09/14 03:25:40,noppadolt,noppadolt,"use core 41,42 ( project Ason 48 core ) BJ Cat use core xxxx",Normal,Enable,-
f-67,STM-1,--,Two-Fiber Bidirectional,KKN-025,2-OI2S-1(KKN-016),KKN-016,1-OI2S-1(SDH-1),1.0,0.0,Fiber,G.652,2012/09/14 03:37:15,noppadolt,noppadolt,-,Normal,Enable,-
f-13,STM-1,--,Two-Fiber Bidirectional,NKI-021,1-OI2S-1(SDH-1),NKI-005,13-SD1-2(NKI-021),1.0,0.0,Fiber,G.652,2011/03/18 08:49:19,admin,admin,-,Normal,Enable,-
f-3,STM-4,--,Two-Fiber Bidirectional,MKM-006,11-N1SLD4-1(MKM-008),MKM-008,11-SL4-1(MKM-006),1.0,0.0,Fiber,G.652,2011/03/16 05:14:36,admin,admin,"use core No.21,22,( project kk-sarakarm )",Normal,Enable,-
f-1,STM-1,--,Two-Fiber Bidirectional,SRN-031,1-OI2D-2(SDH-2),SRN-029,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/03/14 10:20:48,admin,admin,-,Normal,Enable,-
f-14,STM-1,--,Two-Fiber Bidirectional,SRN-005,12-SD1-1(SDH-1),SRN-031,1-OI2D-1(SDH-1),1.0,0.0,Fiber,G.652,2011/03/07 08:48:44,admin,admin,-,Normal,Enable,-
